ID,CID,Gender,AgeR,AgeG,AgeGroup,MHVS,SEND,SFQuestion_1_Text,SFQuestion_1_Rating,SFQuestion_2_Text,SFQuestion_2_Rating,SFQuestion_3_Text,SFQuestion_3_Rating,SFQuestion_4_Text,SFQuestion_4_Rating,SFQuestion_5_Text,SFQuestion_5_Rating,SFQuestion_6_Text,SFQuestion_6_Rating,SS_Brian_Text,SS_Brian_Rating,SS_Peabody_Text,SS_Peabody_Rating,SS_Prisoner_Text,SS_Prisoner_Rating,SS_Simon_Text,SS_Simon_Rating,SS_Burglar_Text,SS_Burglar_Rating
2002005,22,0,9.2,1,2,8,-99,Why did the men hide ? because the wont let them in,0,What does the woman think ? the woman is thinking about there secret,0.0,Why did the driver lock Harold in the van ? because he thought he was n't in there,2.0,What is the deliveryman feeling and why ? the delivery man felt scared because he thought it was a animal,2.0,Why did Harold pick up the cat ? because he thought it was the scarf because of its colour .,2.0,Why does Harold fan Mildred ? because he wants her alive .,0.0,Why does Brian say this ? because he is so greedy,1.0,Why did she say that ? because she is afraid of speaking,1.0,Why did the prisoner say that ? because he does not want to show them where it is .,1.0,Why will Jim look in the cupboard for the paddle ? because he is liar .,1.0,Why did the burglar do that ? because he thought he would get him .,1.0
2002006,22,0,10.05,2,3,12,-99,Why did the men hide ? because they did not want the woman to see them,1,What does the woman think ? where are they,2.0,Why did the driver lock Harold in the van ? he did not know Harold was in there,2.0,What is the deliveryman feeling and why ? scared and frightened because he did not know Harold was there,2.0,Why did Harold pick up the cat ? because he thought it was like a scarf she had dropped,2.0,Why does Harold fan Mildred ? because the other man is married to mildred and they are in love,0.0,Why does Brian say this ? because it is his favourite meal and he is really greedy,1.0,Why did she say that ? because she thinks he is going to rob her or attack her,2.0,Why did the prisoner say that ? because he is clever and he is using reverse cicoligy,2.0,Why will Jim look in the cupboard for the paddle ? because simon never tells the truth,1.0,Why did the burglar do that ? because he wanted his glove back so they could not get his dna,0.0
2002007,22,0,10.03,2,3,9,1,Why did the men hide ? beaces they cheated on the women,0,What does the woman think ? where are they,2.0,Why did the driver lock Harold in the van ? to take him and do things to him,0.0,What is the deliveryman feeling and why ? he thought the women was crazy,0.0,Why did Harold pick up the cat ? because he thought it was the scarf and he was going to give the scarf to the women,2.0,Why does Harold fan Mildred ? beaces the men is marrid to mildred and dose not want the man to know what they were doing,2.0,Why does Brian say this ? because he is greedy,1.0,Why did she say that ? because she did not want the man to hurt her,1.0,Why did the prisoner say that ? becauses he thinks if he says go to the moutian they will go to the see,1.0,Why will Jim look in the cupboard for the paddle ? beacause he always liars so he will be liaring when he says it under the bed,1.0,Why did the burglar do that ? beacause he thought the police men sae him or he dose not want to have to go to prision even longer bease if he gets caught his sentence will be longer,1.0
2002008,22,0,9.58,1,2,5,1,Why did the men hide ? so the person deos not know they are in there,2,What does the woman think ? were are they gon,2.0,Why did the driver lock Harold in the van ? so he deos not exape,0.0,What is the deliveryman feeling and why ? soced because status can not seeze and it did,1.0,Why did Harold pick up the cat ? to keep his neck warm,0.0,Why does Harold fan Mildred ? to keep her cold,0.0,Why does Brian say this ? so he gets more sosoges,1.0,Why did she say that ? so she does not take her,1.0,Why did the prisoner say that ? do n't know,0.0,Why will Jim look in the cupboard for the paddle ? to get the paddle,1.0,Why did the burglar do that ? he thout he was getting chased,1.0
2002009,22,1,9.19,1,2,17,-99,Why did the men hide ? Because they may have been in a restricted room .,0,"What does the woman think ? The women may be thinking , 'Where are those men ? '",2.0,Why did the driver lock Harold in the van ? Because maybe Harold was being annoying and it was restricted to go in the van .,0.0,What is the deliveryman feeling and why ? The delivery man could be feeling foolish for picking up an actual lady and trying to deliver her somewhere .,0.0,Why did Harold pick up the cat ? Because when the woman drops her scarf ( I think it 's a scarf anyway ) the cat 's tail looked like the scarf .,1.0,Why does Harold fan Mildred ? Because maybe Harold was supposed to be fanning her .,0.0,Why does Brian say this ? Because Brian is greedy and he does n't want to have the lovely meals his mum cooks because maybe he is angry at her for something .,1.0,Why did she say that ? Because she is a very nervous person and she thinks the man is a robber .,2.0,Why did the prisoner say that ? Because the Red army thought he will lie to them and the Red army will probably go to the sea .,2.0,Why will Jim look in the cupboard for the paddle ? Because he knows Simon is a liar and if he tells him the table tennis paddle is under his bed then the truth is the paddle is in his cupboard .,2.0,"Why did the burglar do that ? Because he does n't know the policeman only wanted to give him his glove back , he thinks he has caught him .",2.0
2002010,22,0,9.46,1,2,19,-99,Why did the men hide ? because they were scared of the woman and they were n't allowed to be in there,0,What does the woman think ? she is thinking where is everybody and she was trying to find them,2.0,Why did the driver lock Harold in the van ? because he was old and could n't hear and did not realize that the man was still in the van,1.0,What is the deliveryman feeling and why ? he is feeling scared because he did not know that he was carrying a real person he thought it was a manakin,2.0,Why did Harold pick up the cat ? Harold thought that it was one of the scarfs he was selling so he sold it to a woman~~,2.0,Why does Harold fan Mildred ? because he was pretending to be doing what he was supposed to be doing so it looked like he was doing his job,2.0,Why does Brian say this ? because he is very greedy and even though he is having dinner he wants more than he should have,1.0,Why did she say that ? she said it because she is scared of robbers so she thinks he wants to rob her~~,2.0,Why did the prisoner say that ? because he knows that the person who asked the question thinks he is saying the opposite answer so he says the real one,2.0,Why will Jim look in the cupboard for the paddle ? because he knows Simon is a liar so it is probably in the cupboard,2.0,Why did the burglar do that ? because he thought the poiliceman knew he was a burgular and he did not want to go to prison,2.0
2002011,22,1,9.79,1,2,9,0,Why did the men hide ? because they do n't want the woman to find them,2,What does the woman think ? she was thinking were has the men gone and why have they gone,2.0,Why did the driver lock Harold in the van ? I think the driver locks Harold in the van because the man done it on accident,2.0,What is the deliveryman feeling and why ? I think the delivery man is feeling stressed because he picked up someone not a dummy .,1.0,Why did Harold pick up the cat ? because the woman drops it .,0.0,Why does Harold fan Mildred ? because she 's hot .,0.0,Why does Brian say this ? because Brian is greedy,1.0,Why did she say that ? because she thinks he is a robber,2.0,Why did the prisoner say that ? do n't know,0.0,Why will Jim look in the cupboard for the paddle ? because simon never tells the truth,1.0,Why did the burglar do that ? because the burgular thought the police man was going to arrest him .,1.0
2002012,22,1,9.27,1,2,16,0,Why did the men hide ? The men did n't want the women to see them.~~,1,What does the woman think ? The women is thinking that the men are not in the room .,2.0,Why did the driver lock Harold in the van ? Harold sits in the van and the driver does n't know so the closes the van doors .,2.0,What is the deliveryman feeling and why ? I think the delivery man is feeling shocked as he may have thought that that the woman was a statue .,2.0,Why did Harold pick up the cat ? I think Harold picks up the cat as he wants to sell it to somebody else .,0.0,Why does Harold fan Mildred ? He might he fanning Mildred as it could be very hot in the room .,0.0,"Why does Brian say this ? Brian says this as he is very greedy , he wanted the most sausages .",1.0,Why did she say that ? she said that because she was scared .,1.0,Why did the prisoner say that ? The red army will think he is lying so they will not go to the mountains .,2.0,Why will Jim look in the cupboard for the paddle ? Jim will do so as he knows his brother is a liar so he will not what he says .,2.0,Why did the burglar do that ? The robber did that as he thought he had been caught by the police .,1.0
2002013,22,0,10.06,2,3,13,0,Why did the men hide ? Because they were in trouble,0,What does the woman think ? were are those men there not in here,2.0,Why did the driver lock Harold in the van ? HE does not know that Harold was in the van,2.0,What is the deliveryman feeling and why ? He is feeling shocked because he did not know that it was a real person,2.0,Why did Harold pick up the cat ? Because the cat looks just like the white scarf,1.0,Why does Harold fan Mildred ? because Harold did not want the other man to find out they were not working as they should be,2.0,-99.0,-99.0,Why did she say that ? because she is a nerves person,1.0,Why did the prisoner say that ? because the red army think he is lying so they will not go to the mountains even though they are in the mountains,2.0,Why will Jim look in the cupboard for the paddle ? because simons brother knows that he is a lier,2.0,Why did the burglar do that ? because the burglar thought the police man knew he was a burglar,2.0
2002014,22,0,9.13,1,2,12,0,Why did the men hide ? BECAUSE THEY WERE FRIGHTEND OF THE WOMEN,0,What does the woman think ? WHERE ARE THOSE MEN ARE THEY HIDING THERE NOT IN HERE ?,0.0,Why did the driver lock Harold in the van ? BECAUSE HE DIDNT KNOW THAT HAROLD WAS IN THE VAN AND HE HAD TO DRIVE OF SOMWHERE,2.0,What is the deliveryman feeling and why ? HE IS FEELING SHOCKED BECAUSE HE DIDNT KNOW THAT THE STATUE WAS ACTUALLY A PERSON AND HE WAS SCARED,2.0,Why did Harold pick up the cat ? BECAUSE HE THOUGHT IT WAS HIS SCARF,2.0,Why does Harold fan Mildred ? BECAUSE WHEN THAT WAS IN THE ROOM HAROLD PRETENDED THAT MILDRED WAS ASLEEP,2.0,Why does Brian say this ? BECAUSE HE LOVE SAUSAGES SO HE WILL LIE TO GET MORE SAUGES,2.0,Why did she say that ? BECAUSE SHE THOUGHT THAT THE MAN WAS A ROBBER,2.0,Why did the prisoner say that ? SO THAT THEY WONT FIND HIS TANKS,1.0,Why will Jim look in the cupboard for the paddle ? BECAUSE SIOMON IS A LIAR AND SIOMON TELLS JIM ITS UNDER HIS BED SO JIM LOOKSIN THE CUBOARD BECAUSE SIOMON IS A LIAR,1.0,Why did the burglar do that ? BECAUSE HE THOUGHT THAT THE POLICMAN WAS TELLING HIM TO BE SENT TO JAIL,1.0
2002015,22,0,9.8,1,2,16,0,Why did the men hide ? Because they werte scared of the lady maybe,0,What does the woman think ? where are they,2.0,Why did the driver lock Harold in the van ? He did not know he was there,2.0,What is the deliveryman feeling and why ? he is shocked and angry because he was carrying a person,1.0,Why did Harold pick up the cat ? Because it is white like the scarf so he dose not relise,2.0,Why does Harold fan Mildred ? To pretend she is sleeping or unconcious,2.0,Why does Brian say this ? He is greedy,1.0,Why did she say that ? because she was scared,1.0,Why did the prisoner say that ? he knew they would think he was lying,2.0,Why will Jim look in the cupboard for the paddle ? because his brother is a liar,1.0,Why did the burglar do that ? he thought he knew he did it,2.0
2002016,22,1,9.83,1,2,12,0,Why did the men hide ? Because they do n't want the lady to see them arguing,1,What does the woman think ? Why is there so much noise coming from that room~~,1.0,Why did the driver lock Harold in the van ? He did n't know that Harold was in the van so he closed the door without realising,2.0,What is the deliveryman feeling and why ? I think he is feeling frightened because he thought the manakin was alive,2.0,Why did Harold pick up the cat ? Because he saw a white tail but it looked like a scarf,1.0,Why does Harold fan Mildred ? Because he tries to make it look like Mildred was sleeping and nothing suspicious was going on,1.0,Why does Brian say this ? Because he is greedy for more sausages as he LOVES sausages,1.0,Why did she say that ? Because she thinks the person is a robber~~,2.0,Why did the prisoner say that ? Because he had warned his army and would be prepared when the opposing army came,0.0,Why will Jim look in the cupboard for the paddle ? Because he knows Simon always lies~~,2.0,Why did the burglar do that ? Because he thought that he was going to get shot by the police,0.0
2002017,22,1,9.46,1,2,17,-99,Why did the men hide ? Because they did n't want the lady to see them or know they were there,2,What does the woman think ? That someone is inside the room and why is there so much noise,1.0,Why did the driver lock Harold in the van ? Because the driver probably did n't know that he was inside the van,2.0,What is the deliveryman feeling and why ? I think he is feeling afraid because Harold sneezes when the delivery man thinks he is a statue,2.0,Why did Harold pick up the cat ? Because Harold probably thought that the cat was a scarf,2.0,Why does Harold fan Mildred ? I think Harold fans Mildred because he probably trying to pretend that Mildred is dead,2.0,Why does Brian say this ? So that he can get more sausages than anyone else in his school,1.0,Why did she say that ? Because she is afraid that the man will rob her,1.0,Why did the prisoner say that ? Because he is very clever so he has probably warned his army that the red army will attack their tanks,0.0,Why will Jim look in the cupboard for the paddle ? Because he knows that Simon is a big liar,2.0,Why did the burglar do that ? Because he probably thought that the policeman would think that he is an ordinary man,2.0
2002018,22,1,9.14,1,2,11,0,Why did the men hide ? they were maybe burglars,0,What does the woman think ? I dunno,0.0,Why did the driver lock Harold in the van ? because he did not see him,1.0,What is the deliveryman feeling and why ? he is feeling exsausted because the lady is heavy,0.0,Why did Harold pick up the cat ? because he wanted to help the lady,0.0,Why does Harold fan Mildred ? to make her cooler,0.0,Why does Brian say this ? because he is greedy,1.0,Why did she say that ? she did not want to get hurt,1.0,Why did the prisoner say that ? he wanted to lie to not put his army in danger,1.0,Why will Jim look in the cupboard for the paddle ? because he knows that Simon is a liar,2.0,Why did the burglar do that ? he wanted the policeman think he is a normal person,0.0
2002019,22,0,9.88,1,2,14,0,Why did the men hide ? BECAUSE THEY were scarde of the woman,0,What does the woman think ? she is thinking that the men hiding from her,0.0,Why did the driver lock Harold in the van ? because he dose not know he is there,2.0,What is the deliveryman feeling and why ? he is felling scared because he thought it was just a manikin,2.0,Why did Harold pick up the cat ? because he thinks it is a fluffy scarf,2.0,Why does Harold fan Mildred ? because he making her look sick,1.0,Why does Brian say this ? because he is greedy and wants more sausages,1.0,Why did she say that ? because she was panicking,1.0,Why did the prisoner say that ? because they will think he is lieing and think the tanks are realy by the sea,2.0,Why will Jim look in the cupboard for the paddle ? because jim knows simon is lieing,2.0,Why did the burglar do that ? because he thinks the police is going to arrest him anyway,0.0
2002020,22,1,9.55,1,2,17,-99,Why did the men hide ? they do not like the woman or they are scared of her,0,What does the woman think ? I think the is angry with them,0.0,Why did the driver lock Harold in the van ? I do not think the man does it on purpous because he did not see him,1.0,What is the deliveryman feeling and why ? I think Harold is confused and shocked,1.0,Why did Harold pick up the cat ? Harold picks up the cat because he made a mistake by picking the cat up instead of the scarf,2.0,Why does Harold fan Mildred ? to make her look DEAD and so people panick,1.0,Why does Brian say this ? so he gets more sausages and he is greedy,1.0,Why did she say that ? she does n't want to get hurt,1.0,Why did the prisoner say that ? to make the think his tanks are by the sea,1.0,Why will Jim look in the cupboard for the paddle ? he thinks he is lying,2.0,Why did the burglar do that ? he thought the policeman had caught him red handed,1.0
2002021,22,1,9.13,1,2,15,-99,Why did the men hide ? I do n't know,0,What does the woman think ? is she thinking that she heard a noise and she went to check what it was,1.0,Why did the driver lock Harold in the van ? I think the driver didnt know he was in there~~,2.0,What is the deliveryman feeling and why ? he is feeling confused because he thought the thing he brang in was not real,2.0,Why did Harold pick up the cat ? he was selling it,0.0,Why does Harold fan Mildred ? Harold pretends she Mildred is dead,2.0,Why does Brian say this ? Because he likes sausages and he is greedy~~,1.0,Why did she say that ? she thought he was going to rob her,2.0,Why did the prisoner say that ? they would think hes lying so they will go to the sea~~,2.0,Why will Jim look in the cupboard for the paddle ? because he knows he is a liar so he checks in the cupboard,2.0,Why did the burglar do that ? he thought the policeman knew he robbed the shop~~,2.0
2002022,22,0,9.4,1,2,12,-99,Why did the men hide ? I do n't know,0,What does the woman think ? I do n't know,0.0,Why did the driver lock Harold in the van ? because the driver does n't know that Harold is in the van,2.0,What is the deliveryman feeling and why ? he is feeling shocked because he just heard a bear then was moving,1.0,Why did Harold pick up the cat ? Harold picked it up beacouse he thought it was a scarf,2.0,Why does Harold fan Mildred ? beacouse she was hot,0.0,Why does Brian say this ? he said this because today was his favourite meal and he is a greedy boy,1.0,Why did she say that ? she said it because she thought that at night someone would rob her so she did n't want to be attacked,1.0,Why did the prisoner say that ? the prisoner said that because the red team would think that it is by the sea because they would think he would lie and tell them the wrong place,2.0,Why will Jim look in the cupboard for the paddle ? he looks in the cupboard because he knew that Simon would n't tell him the truth because he never tells the truth,2.0,Why did the burglar do that ? the burglar did that because he thought that the policeman was arresting him because he thought the policeman knew he had commit the crime~~,2.0
2002024,22,0,9.48,1,2,11,-99,Why did the men hide ? I think the men hide because the maid who came in wanted them to eat something which they do n't want to say is bad but deep down they think its horrible,1,What does the woman think ? the women thinks there silly and she is mad,0.0,Why did the driver lock Harold in the van ? I think the man dousnt know that Harold is there and he is old so he did n't see him,2.0,What is the deliveryman feeling and why ? I think the delivery man feels shocked and scared,1.0,Why did Harold pick up the cat ? I think Harold picks up the cat because it looks like the womens scarf as it is white and fluffy and he was super super super busy,2.0,Why does Harold fan Mildred ? I think they were going to kiss but harolds boss came in and it was secret so he pushed her to the chair AND pretended she was ill by fanning her with a book,2.0,Why does Brian say this ? brian says this because he wants 4 sausages even though he will have a nice dinner he lies to the dinner lady,2.0,Why did she say that ? because she was so afraid she did n't think and she handed the man her bag when he was n't going to attack,2.0,Why did the prisoner say that ? I think that when he sais that the other team will think hes lying and the go the opposite way so he can escape,2.0,Why will Jim look in the cupboard for the paddle ? because simon is lying and says its under the bed so its in the coubered he is a liar,1.0,Why did the burglar do that ? because he thought the police man wanted to arrest him,2.0
2002025,22,0,9.54,1,2,12,-99,Why did the men hide ? Because he did not want the lady to see them,1,What does the woman think ? that the 2 men have gone to work and have left the house,0.0,Why did the driver lock Harold in the van ? because he dose not know he is in there,2.0,What is the deliveryman feeling and why ? I think he is angry because he did not like them running there,0.0,Why did Harold pick up the cat ? Because Harold thinks it is a scarf,2.0,Why does Harold fan Mildred ? Harold fans Mildred because he dose not want the man to see what they were ~~talking about,1.0,Why does Brian say this ? Because he is hungry and loves sausages so he asked for me,1.0,Why did she say that ? She says that because she thinks he is a robber,2.0,Why did the prisoner say that ? Because that would make them think he is lying and go to the sea,2.0,Why will Jim look in the cupboard for the paddle ? because he might be lying,1.0,-99.0,-99.0
2002026,22,0,9.54,1,2,10,-99,Why did the men hide ? because they did not live there and did not want to let the maid see,1,What does the woman think ? the woman is thinking that no one is in the room .,2.0,Why did the driver lock Harold in the van ? because he is not suppose to be in the van,0.0,What is the deliveryman feeling and why ? I think the delivery man feel surprise because he did not Harold was there,2.0,Why did Harold pick up the cat ? I think Harold picked up the cat because he wanted to scare the woman .,0.0,Why does Harold fan Mildred ? because they are pretending to be other people and do not want the man to know .,2.0,Why does Brian say this ? he says this because he is persuading the dinner lady for him to have more ~~sausages than everybody else,2.0,Why did she say that ? because he thought the man is a robber and wants to steal her purse,2.0,Why did the prisoner say that ? because he thought that the people thought he was lying~~,2.0,Why will Jim look in the cupboard for the paddle ? because he knew simon was lying and never tell the truth .,2.0,Why did the burglar do that ? because then the policeman will put him in prison .,0.0
2002027,22,0,9.28,1,2,15,-99,Why did the men hide ? because they do n't want the woman to see them .,1,What does the woman think ? The woman thinks there is knowone in the room,0.0,Why did the driver lock Harold in the van ? I think he might be deaf .,0.0,What is the deliveryman feeling and why ? he got startled and surprised because he thought it was a statue .,2.0,Why did Harold pick up the cat ? he thought it was the womans scarf .,2.0,Why does Harold fan Mildred ? to make the other man think she is asleep .,2.0,Why does Brian say this ? because bans and sausages are his favorite meal .,1.0,Why did she say that ? she thinks he is a robber .,2.0,-99.0,-99.0,Why will Jim look in the cupboard for the paddle ? Simon always tells lies .,1.0,-99.0,-99.0
2002028,22,0,9.97,1,2,15,-99,Why did the men hide ? because they were scared to see the girl,0,What does the woman think ? where are they ? where did they go ?,2.0,Why did the driver lock Harold in the van ? he was misbehaving on his property and the driver wanted to sternly talk to him in private .,0.0,What is the deliveryman feeling and why ? shocked and stunned because he did n't expect to be holding an alive woman . he would expect to hold a manaquen .,2.0,Why did Harold pick up the cat ? because the cat dropped and he thought it would be kind to pick it up to show respect to the lady.~~,0.0,Why does Harold fan Mildred ? to make it seen it like she had fainted,1.0,Why does Brian say this ? so he gets more sausages,1.0,Why did she say that ? she thought the man was going to rob her~~,2.0,Why did the prisoner say that ? because he would tell his teammates to take them to another place,0.0,Why will Jim look in the cupboard for the paddle ? he knows he is a big liar,2.0,Why did the burglar do that ? he thought the police officer was going to arrest him .,1.0
2002029,22,1,10.05,2,3,12,-99,Why did the men hide ? I think the men hide because of a person,0,What does the woman think ? were did they go,2.0,Why did the driver lock Harold in the van ? beacues the man was told to,0.0,What is the deliveryman feeling and why ? he is feeling scared beaucse he saw a object,1.0,Why did Harold pick up the cat ? he picks the cat up beacse the wemen want a scarf,0.0,Why does Harold fan Mildred ? beacause he is pretending that milldred has fallen asleep,2.0,Why does Brian say this ? becase he is allways hungry,1.0,Why did she say that ? beaces she is scared of waiking in the dark on her own,1.0,Why did the prisoner say that ? because they know he is going to lie,2.0,Why will Jim look in the cupboard for the paddle ? simon lies allways,1.0,Why did the burglar do that ? becase he thought he was caught,1.0
2002030,22,0,9.89,1,2,10,-99,Why did the men hide ? They are afraid of the woman that came to the room .,0,What does the woman think ? The woman was suspicious where the men were .,2.0,Why did the driver lock Harold in the van ? He did not know Harold was there .,2.0,What is the deliveryman feeling and why ? Sad . He noticed he carried Mildred .,0.0,Why did Harold pick up the cat ? He thinks that it is someone 's scarf .,2.0,Why does Harold fan Mildred ? To make Mildred fall asleep .,0.0,Why does Brian say this ? He loves sausages and he 's greedy .,1.0,Why did she say that ? she thinks he is a murdurer,2.0,Why did the prisoner say that ? He knows that they would n't find it .,1.0,Why will Jim look in the cupboard for the paddle ? You can find lots of things in the cupboard,0.0,Why did the burglar do that ? he did not know it was the police .,0.0
2003001,23,0,10.12,2,3,15,0,Why did the men hide ? They might be worried because they might of done something wrong .,0,What does the woman think ? The woman might be thinking what are they up to .,0.0,Why did the driver lock Harold in the van ? because the man may be so busy that he forgets Harold is in the van .,2.0,What is the deliveryman feeling and why ? the man may be felling scared because the woman sneezed and he thought it was a doll .,2.0,Why did Harold pick up the cat ? Harold picks up the cat because he wanted them to go away .,0.0,Why does Harold fan Mildred ? because to show he had respect for Mildred and to show he cares,1.0,Why does Brian say this ? he is saying this probably because he dose not like his mums cooking .,0.0,Why did she say that ? she says that because she is afraid that the man will attack her or rob her .,1.0,Why did the prisoner say that ? the prisinor prpbably said that because he would like to be realesed,1.0,Why will Jim look in the cupboard for the paddle ? Jim knows Simon lies so he dose not want to be fooled .,2.0,Why did the burglar do that ? HE DID THAT BECAUSE HE DID NOT WANT TO GET INTO ANYMORE TROBLE .,0.0
2003002,23,0,10.6,2,3,11,1,Why did the men hide ? I think the men hide because they did not want to be seen,1,What does the woman think ? the woman was thinking what was all that nosie,0.0,Why did the driver lock Harold in the van ? because he did not know that Harold was in the van,2.0,What is the deliveryman feeling and why ? scared~~,1.0,Why did Harold pick up the cat ? because he can not find a scarf,0.0,Why does Harold fan Mildred ? because he does not want anyone to she is hear~~,1.0,Why does Brian say this ? because he is greedy,1.0,Why did she say that ? because she though the man was going to attack her,2.0,Why did the prisoner say that ? because he was going to trick him~~,1.0,Why will Jim look in the cupboard for the paddle ? because simon is a liar,1.0,Why did the burglar do that ? because he does not know what the policeman is thinking,1.0
2003003,23,1,10.68,2,3,15,1,Why did the men hide ? They do n't want to be seen by the woman .,1,What does the woman think ? The woman is bewildered .,1.0,Why did the driver lock Harold in the van ? He did n't see him.~~,1.0,What is the deliveryman feeling and why ? scared since he did n't know the man was alive .,2.0,Why did Harold pick up the cat ? The cat is adorable .,0.0,Why does Harold fan Mildred ? I do n't know,0.0,Why does Brian say this ? Brian wants extera sosages and is greedy,1.0,Why did she say that ? she was terrerfied,1.0,Why did the prisoner say that ? the prianer protected his tanks .,1.0,Why will Jim look in the cupboard for the paddle ? because simon is a liar,1.0,Why did the burglar do that ? because he thinks the poilese man knows,2.0
2003004,23,0,10.6,2,3,-99,0,Why did the men hide ? The men hide because they do not want to get caught with that women that was looking for them .,1,What does the woman think ? I think the woman is thinking where those two men are and she does not know where they are .,2.0,Why did the driver lock Harold in the van ? Because the other man who whispered to the driver saw Harold in his van so they got revenge .,0.0,What is the deliveryman feeling and why ? Shocked and confused because he thought that the thing he was carrying was a object but it was really a human .,2.0,Why did Harold pick up the cat ? Because he thought that it was something else other than a cat,2.0,Why does Harold fan Mildred ? Because he and her were faking that she was very hot and very ill,2.0,Why does Brian say this ? Brian says this because he wants sympathy from saying he has no dinner at home to get more sausages,2.0,Why did she say that ? Because she is scared that she will be robbed so she just wanted peace so she just gave her purse,1.0,Why did the prisoner say that ? Because he or her do not ant to get into any trouble,0.0,Why will Jim look in the cupboard for the paddle ? Because he knows he is a liar so he would do the opposite of what he say 's,2.0,Why did the burglar do that ? Because he does not want to get in trouble any more so he may as well tell the truth,0.0
2003006,23,0,10.18,2,3,-99,0,Why did the men hide ? because they are scared off the woman ! They could also be worried !,2,What does the woman think ? where are the men ? I need to find them before they can run away !,2.0,Why did the driver lock Harold in the van ? because a man told him to . He might not of known that he was in the van !,2.0,What is the deliveryman feeling and why ? he might feel perplexed as he thought it was just a statue !,2.0,Why did Harold pick up the cat ? Because he thinks it is just a toy CAT ! ! ! !,0.0,Why does Harold fan Mildred ? Because she has just fainted ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !,0.0,Why does Brian say this ? Because he wants more foooooooooooood as he is very gready,1.0,Why did she say that ? Because she is used to thiefs coming and stealing,0.0,Why did the prisoner say that ? The blue will li,0.0,Why will Jim look in the cupboard for the paddle ? Because he knows that simon will lie ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !,2.0,Why did the burglar do that ? he thought that the policeman would arrest him ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !,1.0
2003007,23,1,10.18,2,3,14,0,Why did the men hide ? I think the men hide because they are worried of being found by the woman,2,What does the woman think ? I think the woman was thinking that she wanted to find the men . She could of been angry .,1.0,Why did the driver lock Harold in the van ? I think the driver locked him in the van because he was angry,0.0,"What is the deliveryman feeling and why ? I think he was alarmed because of the look on his face in the clip , he also ran away",1.0,Why did Harold pick up the cat ? because he wants to hurt the cat,0.0,Why does Harold fan Mildred ? so he can make it seem like she fainted and to trick the other person,2.0,Why does Brian say this ? because he is greedy and wants to have more sausages,1.0,Why did she say that ? she said that because she is afraid of the man walking towards her that he might hurt her,1.0,Why did the prisoner say that ? he said that because he wanted to trick the other army so his army would win the war,1.0,Why will Jim look in the cupboard for the paddle ? he will look in the cupboard because he knows that Simon is lying,2.0,Why did the burglar do that ? he did that because he is scared of being caught,0.0
2003008,23,0,10.59,2,3,16,0,Why did the men hide ? I think the men hide because they do n't like the woman or are scared of her . Maybe they are not supposed to be in the room that they were in . The woman looked like she heard them and was angry .,0,What does the woman think ? I think the woman was angry with the men and she heard them in a room so she went in but she could n't see them because they were hiding .,1.0,Why did the driver lock Harold in the van ? I think the driver did n't mean to lock Harold in the van but he did it by accident because he might not of heard him as he seems to not have very good hearing .,2.0,What is the deliveryman feeling and why ? I think the delivery man felt shocked because he did n't think he was carrying a real person so he must have felt a bit starteld and scared .,2.0,Why did Harold pick up the cat ? I think Harold picks up the cat to try and scare the lady but she just puts it on her .,0.0,Why does Harold fan Mildred ? I think Harold fans Mildred because she fainted and he is trying to wake her up and cool her down .,0.0,Why does Brian say this ? Brian is being greedy and rude because he is lieing his mother has made him a lovely meal at home . Brian is VERY ungrateful for the food he has .,2.0,Why did she say that ? Mrs.Peabody is very nervous at night and she thinks the man is trying to rob her or hurt her .,2.0,Why did the prisoner say that ? The prisoner is trying to trick the Red Army he knows the Red Army will think he is lieing so he tells the truth .,2.0,Why will Jim look in the cupboard for the paddle ? Jim will look in the cuboard for he paddle because he knows that Simon always lies he never tells the truth .,2.0,Why did the burglar do that ? The buglar did it because he thinks that because the man is a police man that he will try to capchur him and take him to jail so the burglar owns up .,2.0
