ID,CID,Gender,AgeR,AgeG,AgeGroup,MHVS,SEND,SFQuestion_1_Text,SFQuestion_2_Text,SFQuestion_3_Text,SFQuestion_4_Text,SFQuestion_5_Text,SFQuestion_6_Text,SS_Brian_Text,SS_Peabody_Text,SS_Prisoner_Text,SS_Simon_Text,SS_Burglar_Text
2003004,23,0,10.6,2,3,-99,0,The men hide because they do not want to get caught with that women that was looking for them .,I think the woman is thinking where those two men are and she does not know where they are.,Because the other man who whispered to the driver saw Harold in his van so they got revenge.,Shocked and confused because he thought that the thing he was carrying was a  object but it was really a human.,Because he thought  that it was something else other than a cat,Because he and her were faking that she was very hot and very ill,Brian says this because he wants sympathy from saying he has no dinner at home  to get more sausages,Because she is scared that she will be robbed so she just wanted peace so she just gave her purse,Because he or her do not ant to get into any trouble,Because he knows he is a liar so he would do the opposite of what he say's,Because he does not want to get in trouble any more so he may as well tell the truth
2003005,23,-99,10.3,2,3,14,-99, , , , , , , , , , , 
2003006,23,0,10.18,2,3,-99,0,because they are scared off the woman! They could also be worried!,where are the men ? I need to find them before they can run away!,because a man told him to. He might not of known that he was in the van!,he might feel perplexed as he thought it was just a statue!,Because he thinks it is just a toy CAT!!!!,Because she has just fainted !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,Because he wants more foooooooooooood  as he is very gready,Because she is used to thiefs coming and stealing,The blue will li,Because he knows that simon will lie!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,he thought that the policeman would arrest him!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
2003007,23,1,10.18,2,3,14,0,I think the men hide because they are worried of being found by the woman,I think the woman was thinking that she wanted to find the men. She could of been angry.,I think the driver locked him in the van because he was angry,"I think he was alarmed because of the look on his face in the clip, he also ran away",because he wants to hurt the cat,so he can make it seem like she fainted and to trick the other person,because he is greedy and wants to have more sausages,she said that because she is afraid of the man walking towards her that he might hurt her,he said that because he wanted to trick the other army so his army would win the war,he will look in the cupboard because he knows that Simon is lying,he did that because he is scared of being caught
2003008,23,0,10.59,2,3,16,0,I think the men hide because they don't like the woman or are scared of her. Maybe they are not supposed to be in the room that they were in. The woman looked like she heard them and was angry.,I think the woman was angry with the men and she heard them in a room so she went in but she couldn't see them because they were hiding.,I think the driver didn't mean to lock Harold in the van but he did it by accident because he might not of heard him as he seems to not have very good hearing.,I think the delivery man felt shocked because he didn't think he was carrying a real person so he must have felt a bit starteld and scared.,I think Harold picks up the cat to try and scare the lady but she just puts it on her.,I think Harold fans Mildred because she fainted and he is trying to wake her up and cool her down.,Brian is being greedy and rude because he is lieing his mother has made him a lovely meal at home. Brian is VERY ungrateful for the food he has.,Mrs.Peabody is very nervous at night and she thinks the man is trying to rob her or hurt her.,The prisoner is trying to trick the Red Army he knows the Red Army will think he is lieing so he tells the truth.,Jim will look in the cuboard for he paddle because he knows that Simon always lies he never tells the truth.,The buglar did it because he thinks that because the man is a police man that he will try to capchur him and take him to jail so the burglar owns up.
2003009,23,1,10.5,2,3,12,0,I thing that the man hid because the women sreshde for them,I thing she that she thoute than,because he did not know that he was ther,I thing that he was skerd because he saw that it was elive,because it was next to it and it was the sema colre,because she fell esselyp,because he wants more then enibodi,because she is skerd,because he wants to be out of the prison,because he do not belive him,because he did not know that he was going to tell him that he dropt his gove
2003010,23,1,10.92,2,3,15,-99,Maybe the woman who knocked on the door was going to tell them off and maybe she is there boss.,I think the woman is thinking that she needs to talk yo the men about something so she visited them but she could not find them so she left.,Harold might have committed a crime or broke the law and so the driver might take him to jail when he jumped inside the truck.,I think the delivery man was thinking how did she sneeze because maybe he thought that the woman was not alive.,I think Harold picks up the cat because he might be felling cold and may use the cat as a warmer for his neck.,Maybe because the man that walked in was their boss and that Harold tried to distract the man by fanning Mildred.,"I think Brian says this because if his favourite meal is sausages and beans, then he would lie to the dinner superviser just to get more sausages.","I think Mrs Peabody said that because if she does not want to get attacked or robbed, she will try and defend herself by giving a man or woman her purse or one of her belongings.",I think the prisoner said that because the Red Army thinks he will lie so he said that his army are in the mountains to trick the red army into going to the sea because the blue army are rather in the,"Jim would look in the cupboard for the paddle because he knows that his brother, Simon, is a big fat liar so he knows that Simon is going to lie to him because the paddle is rather in the cupboard or","I think the burglar did that because even though the policeman does not know that he is a burglar, the burglar drops his glove which shows that he is a criminal so he gives himself up."
2003011,23,0,10.13,2,3,20,-99,The men hide for fear of the woman who might have seen them doing something they ought not have,The woman seemed suspicious of the two men,"I think that the driver was deaf, and did not understand his instructions",I Think the delivery man is scared because the display stand was really a spy,I think Harold thought the cat was the women's scarf, Mildred was relaxing,Brian is greedy and cruel. He is willing to do whatever it takes to get his hands on the sasauges,She thinks the man is coming to rob her,The prisoner wants them to believe he is lying and search in the sea~~,Simon is obviously lying that the paddle is under the bed and the only other place is the cupboard,He probably thinks that he will be otherwise chased
2003012,23,1,10.4,2,3,15,-99,because the lady could be very angry at them for something they did,she might be thinking that the men are in big trouble if they don't see her,he could be working with the lady in the first clip and he could be trying to bring him to the lady,he could be petrified because the mannequin came alive,he might have thought that it was a scarf for the lady maybe he was trying to be polite to her,he saw that the people where comig so he acted like he was trying to soothe the lady,he is very greedy when it comes to food,she said that because she does not want to be assaulted by the innocent man,he does not want the other team to know where  his tanks are,he thiks that he is lying,he thought that the police man knew that he stole so he admitted that he stole so he wouldn't get into more trouble
2003013,23,1,10.43,2,3,18,-99,I think the men hide because they are getting chased by the lady who was looking for her.,I think she is thinking that the men are hiding from her evil wrath or they don't want to be seen because they are scared.,I don't think he  knew Harold was in the van so he closed the doors and drove off.,I think the delivery man is feeling baffled and scared of the man who pretended to be a model.,So he can scratch the lady that he was fighting with it. Or he was confused and he thought it was the ladies scar.,I think Harold fans Mildred because he thinks she is pregnant and he was trying to relax the lady.,Brian is lying because he is greedy and he want more sausages than anybody else,because she thinks the man is going to rob her and damage her.,The prisoner said teat because he knowsthat they think ge is going to lie and so he tells them the correct place so they think the tanks are at the seaside.,Because he knows that Simon is a big liar.,The burgular thinks that policeman out that he had robbed the shop and he is now looking for him.
2003014,23,0,10.78,2,3,20,-99,I think the men hide because they are scared of or don't like the lady and they do not want to be seen by her.,I think she is thinking 'Where are those two horrible mem?' You could tell because she had an annoyed look on her face .,I think he locks Harold in the van accidently because he did not know he wa in the  van.,I think the man is feeling horrified since he was carrying a woman around that he thought was a clothes dummy.,Harold picks it up because he mistakes its tail for a lady's scarf. He was probably tired.,I think Harold fans Mildred because they were about to kiss and somebody came in so she pretended to faint.,He says this because he wants loads of sausages so he lies to have more,She said it because she was anxious/nervous that she would get attacked and robbed.,He said that because he knew that if he said by the sea  that they would  look in the moutains.,because Jim knew he lies all the time so he looked in the other place.,The burglar did that because he thought the policeman was arresting him.
2003015,23,1,10.72,2,3,13,-99,I think the men hid away because there might possibly be an intruder lurking in the house or they didn't like that lady.,"I think the lady was thinking,"" where could they be? I need to talk to them about something """,Maybe he did not see him in the van.,He was scared because the scarecrow thingy was actually a man and thought it had been given life.,He might have thought it was a scarf accidently.,Because they were going to kiss and then two men came so Mildred acted like she was unwell whilst Harold was fanning her.,Because he really loves sausages.,Because there was a man coming out of the shadow and that's often seen in movies.,So they could die and he would not.,Because Jim knows that Simon is a big liar and it will not be under his bed.,maybe he is a nice guy in the inside but was trying out robbery.
2003017,23,0,10.71,2,3,-99,-99,I think that they are scared because they are scared of the lady because she might tell them off for doing stuff that they are not supposed to do.,Where are they??,The man does not mean to because Harold thinks that it is a seat so he sits and looks at a book.,The delivery man is feeling shocked because he was carrying a man who was disguised as a manakin.,Because it looks like the lady's scarf.,Because he is pretending that she is ill so that the other men do not suspect.,Because he wants more sausages than anyone else and he may not be going straight home afterwards.,Because she is scared that he will rob her and hurt her.,Because then the red army will not believe him and they will think that they are in the sea.,Because Jim knows that Simon will be lying.,"Because he thinks that the policeman is stopping him because he had stolen something, but it was really just because he had dropped his glove."
2003018,23,1,10.51,2,3,9,-99,I think they hid because they where in trouble,She is thinking sly,Because he was carless,Wared because a lady just appeared,Because he thinks it is hers,Because he is trying to discise,Because he wants food now,Because she does not want to be hert,Because he is truthfull,Because he mite be lieng,Because he does not know
2003019,23,1,10.36,2,3,17,-99,They are scared the woman will find out what they're up to.,The woman is probably thinking that nothing has happened and the sound she heard was just a hallucination.,I think he does not notice him and just drives off~~,At first he must be feeling calm because nothing is really happening but then he must be petrified because he thinks the mannequin comes to life when  really Harold is in it.,He wants to see what it is because it looked like a fluffy toy~~,To calm her down,He thinks that if he says this then the dinner ladies will be tricked into letting him have more food.~~,She does not want the man to attack her so she just gives him it to avoid any trouble.,The prisoner said that because he knew they thought he would lie so he told the truth and then they would go to the sea~~,He would look there because simon is lying so it is obviously in the cupboard,He thought that the policeman was telling him to stop because he had robbed the local shop
2003020,23,0,10.84,2,3,-99,-99,The men hid because they weren't suppose to be in the office.~~,The woman is thinking that she heard something but no one was there.,Because the man told the driver that Harold was in the van.,The delivery man felt scared because the manikin sneezed.,Because he thought it was a fluffy scarf.,To pretend that she fell asleep and that she was hot.,Because he is always hungry  and is greedy.,Because she didn't want to get hurt.,Because he knew that they think he's lying so he told them the truth.,Because Simon always lies.,Because he thought he got caught.
2003021,23,0,10.8,2,3,17,-99,They were hiding something from the lady.,I think that she is thinking that something suspicious going on because when she came in she looked confused and a bit annoyed.,"I do not think it was on purpose, I think that he did not know that he was there.",I think he must have been shocked and a bit embarrassed.,Harold might not have known it was a cat but a scarf instead.,He might have been hiding something away from the person who came in and the best exuse was to feign she was sick.,it is because he is hungry and is probably because his parents have spoiled him.,She said it because she thinks that he is a robber or criminal.,He did not want anyone to know about his tanks because he might have robbed the tanks. or he wants to kidnapp them,It is because he thinks that he has hidden it there maybe?,Maybe he has a plan to do something horrible to the rest of the prisoners or he might be drunk and say unrational things(as a bugular).
2003022,23,0,11.03,2,4,-99,-99,so the women couldn't find them.~~,I think the woman thought that they where doing something behind her back and she wants to know what it is.,i think that the driver did that cause his friend told him to play like a prank on him.,I think he was petrified because he thought it was a manikin not a real life person in a dress.,I think Harold accidentally picked up the hat because he thought it was her scarf.~~,I think Harold fans Harold so they think that she is really hot and Harold is trying to cool her down.,Brian says that because he is very greedy and wants to get more so he tricks his mom in to giving him four instead of two.~~,Mrs Peabody said that because she always gets nervous in the dark and thinks someone is going to rob her or attack her so she tries to be safe and tells the man to take her purse as long as they don't,he said that so they will think he is lying so they will do the opposite of what he said and go by the sea so the tanks are safe and his army.,because Simon always lies so he will look in the opposite thing on what his brother had said.,cause he thought they where going to get him for robbing the shop so he admitted it but did not know that he just dropped his glove and they where going to give it to him.
2003024,23,1,10.26,2,3,20,-99,so that the lady does not see them as she might want them for something they do not want to do.,That they are silly and she is angry with them and is determined to find them.,because he did not know that Harold was in the back and he locked it so the stuff does not fall out.,Scared and confused as the thing he was carrying suddenly moved.,He thought that the cat was the scarf as they look the same.,They were doing something naughty so when the man comes in Harold pretends she is sick so the man goes away.,Brian lies as he wants more sausages than everyone else and he loves sausages.,She always thinks of people robbing her and when she sees him she does not know he is going to ask the time she thinks he is a robber.~~,The other army will think he is lying so they will go to the beach they will not suspect he is being truthful.,Because Simon is a big liar.,He thought that the policeman was after him for robbing the shop not about his glove so he decides there is no escape and gives himself up.
2003025,23,1,11.05,2,4,15,-99,Maybe the women is angry with them because they did something to her.,"""ima give em a real whip, after that!""","Because he never knew, he was he was just transporting corn.",His probably so confused like was it a man or a crow man.,Because he thinks its the scarf of the women.,Because its a hot day and shes got really hot.,"To take advantage that they don't know what happens at his home, quite clever.","Because shes afraid what might happen to her, as if she was expecting for a robbery to happen.","Because the red army has the advantage shooting pointing, if they have to climb the mountain the red army can just shoot the blue army down.",Because Simon always lies  unless its his telling the truth and Jim is wrong.,Because he didn't want to get into trouble even though he just dropped his glove.
2003026,23,0,10.2,2,3,19,-99,I think the men hide from the women was because they did not wanted to be seen as they were discussing about something that might have been private so that's why I think they wanted to hide .,I think she is thinking were the two men have got to as she may think the house was barren as she can find no one,because Harold was in the back of the van writing something on a paper and when the two men were talking maybe they wanted  to get rid of Harold .,"I think he was felling nervous , scared and confused as the figure sneezed and started moving the clock's hand around.",I think Harold picks up the cat as maybe he wants no one to step over it.,because if the big fat man finds out that mildred and Harold were like speaking to each over really closely then maybe the man would get cross,as he is a very greedy boy and he is very  hungry. though his mother gives him a meal when he gets home he will probably reject the meal and his dinner,"maybe because since she was nervous and when she walked to home when it is dark in the night , she does not want anyone to hurt her or rob her",as when the other side asked him he said the mountains so probably the blue army's tank was in the other side of the mountain side,as he knows Simon is a big liar so if he goes asking were have you hide my paddle he would say under the bed and that is not true as  he is a liar,as he did not know the police man said hey you stop and he thought he said that as he robbed the shop but he was wrong
2003027,23,1,10.63,2,3,14,-99,Because maybe they wanted to hide what they were doing from the lady that came in to the room at the end of the mini film.,"I think what the woman was thinking, what was that sound, she was suspicious about the sounds from the room.","I think the man locks Harold in the back of the van because , the man did not know where Harold was he thought no one was bin tjheree",I think the delivery man was scared when he hears the manikin sneeze and he drops theHarold on the flour,Because it was the ladies and the rich lady asks Harold to pick the cat back up to give it back.~~,Is because she fainted and he was trying to get her back to being concourse and faning her her will help.,Because he wants double the sausages that everyone else.~~,Mrs Peabody DID NOT! want to get robbed from the man even though he only wanted to know what time it is.,I think the prisoner said that because he did not want there army to have no tanks.,Because he thought that if he had hidden it there then he could find it easy,He admitted it because he didn't want the police to find out on there self
2003028,23,1,10.57,2,3,13,-99,I think they hide because they are scared of the lady because she is not kind,The woman is thinking about where the men were,because he did not know that Harold was in the back of the van,I think the delivery man was scared and frightened,Because he accidently knocked it,because they pretended that she fainted,because he loves the sausages,because she is scared,because the red army know that he is going to lie,because he does not trust him,because he does not know that the policeman wanted to give him his glove
2003029,23,0,10.9,2,3,13,-99,I think the men hide because the lady isn't very kind to them so they don't want her to see them and maybe they have to do something but they don't want to and she came to get them.,I think the woman is confused because she thought that the men would be I the room but instead they hid.,I think the driver locked him in the van because he didn't know he was in there and the man was a bit older so he might have not seen him,I think the delivery man was very shocked and frightened because he didn't know that he was carrying a real person and all of a sudden the man just sneezed and that probably scared him,I think Harold picks up the cat because he wants the maids/women to make something out of the cats fur.,I think he didn't want the other man to see him with Mildred so he pretended that Mildred fainted and he was fanning her.,Brian says this because he is greedy and he wants more sausages because he is very greed so he pretend that he only has dinner at school but he also has it at home,she said that because she is scared of robbers and she thought that the man was a robber so she was very scared that he was gonna attack her,The prisoner says that because the red army think that he is going to lie to them but he just tell them the truth to trick them.,He looks into the cupboard because he knows that Simon always lies so he looks into the place that simone didn't tell him oty,the burglar did that because he thought that the police caught him but the police just thought he was a normal man that dropped his glove.
2003030,23,-99,10.3,2,3,-99,-99,"I think they hide because they were not meant to be there and because they were supposed to have been somewhere else but,they were late.","I think the woman is thinking, 'Were are those pesky boys, they should be doping work, but there late, so I have to do extra work!'","I think this is because the driver is deaf and he did not here the other man properly, and did the wrong job.~~~~~~~~~~~~~~~~",I think the delivery man is feeling shocked because he did not know that was a real lady.,"I think he picks up the cat because he thinks it is the lady's scarf and gives it to her to were, but he realized he picked up the wrong thing. A cat.","I think he was fanning her because he did want to get into trouble because he was not doing his work, so he pretended Mildred needed help.",Brian says this because he just wants to get more sausages using this method and he will keep on keeping eating sausages.,"She said that because it says she was a very nervous person and she thought that the man who had come out of the bush was about to hurt, but she misunderstood.","He says that because he is very clever and the other army thought he would lie so if he said that they were in the mountains, the other team would think it is by the sea, but it really is in the mount","He will look in  the cupboard because he knows his brother is a big liar so if he tells him it is under the bed, he will look in the cupboard, which is opposite.",The burglar did that because he thought the police officer was going to chase even though the police officer was just coming to him and tell him that his glove dropped off.
3001001,31,1,9.98,1,2,12,0,i think the men hide because they did something wrong and they are going to get in trouble for it,i dont know im not her,the man told him~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~bye~~~~~~~~~,ahhhhhhhhhhhh it moved because it moved,because he wants to saves it~~~~,idk,to get food,~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~,~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~,~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~beca,~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
3001002,31,0,9.32,1,2,11,0,i think they hid because they where spise,i think she was confused,i think he loked him in because he was bad,i think he feels scared,to make troble,i think they where acting,so he can have more food,because she fout he was going to rob her,because he will think his telling a lie and chose the over one,because he tells lies,because he wanted to go to jail!
3001003,31,1,9.91,1,2,15,0,Because I don't think they should be in that room .,that there is no one in the room .~~because she just walked in looked around then walked back out .,I think the driver done this because he didn't know Harold was in the van so he carried on doing his deliveries .,I think the delivery man feels shocked because he thought that he was carrying a manikin but it was actually Harrold.,Because he thought it was the ladies scarf but he picked up the cat next to it instead.,i dont know,Because he is trying to trick them to get more food than any body else.,because she did not know that the man was only asking for the time so she tried to give her purse away so she did not get hurt.,Because he knew that what ever he said they would go to the other place because they knew that he would lie to them.,Because he knows that Simon is a big liar,he done this because he did not know that the police man was just giving him his glove.
3001004,31,0,9.63,1,2,11,0,i think they hide beacuse she don't know they are there,that no one is in that room and some one was hiding in there so she was looking just in case, i think the drive diden't now that he was in the van,i think he very shocked at the fact that it wasen't a doll it was a real person,he didn't know that it was a cat and though it was the ladies scarf so he picked it up not thinking,i don't know,so he get more sausages b4acuse he's  a greedy boy,because she doesn't  know what the mam whats and what he was going to do,because they know he was going to lie so he said the mountains because now they will go to the sea to look for them,becausehe probably think that hes lying to him,because he think that hes going to arrest him any way
3001005,31,1,9.48,1,2,12,0,Because they were expected at work.,She is thinking that they would be at work.,The driver locked Harold in the back because he was doing a delivery and he didn't know he was in the back.,The dilivery man is feeling scared because he saw a manican sneeze.,To make a fake scarf.,To pretend she's got a temperature.,So he can get more sausages.,because she was scared of getting hurt by him.,So the army would get captured and so he can escape jail.,So he can take it.,Because he thought the police would arrest him.~~
3001006,31,1,9.26,1,2,-99,0,because they were scard,she was thinking that the men were at work,i think he looks harold in the van  because harold didnt have any space to sit down and then he just locked him by accident,the delivery man was feeling scared because he saw a man in a ladys dress,I think harold picked up the cat because he thought it was a fake one~~,to pretend shes dead, i think he says this because so he can get more sausages,because she was scared of getting hurt,so the army would get captured,because he knows he liying,because he thought the police would arrest him
3001007,31,0,9.56,1,2,14,0,i think that mildred wants to catch them barganing,i think that she is furias~~,because he thinks harold is not there,i think that the man is shocked because she is not a mannequin,because he thinks that its her scarf,i think he fans mildred to pretends she fainted from heat,just to get more sausages~~,because she thinks that he is a robber,because he knows that they will think he is lying,because he knows he is lying,becsae he tinks that he is guilty~~
3001008,31,0,9.94,1,2,6,0,i think they hid because maybe the woman thought they werent there ut they was,i think the woman is thinking When are they going to be back,Because he might of not saw him in the back,Stressed because she wont stop moving.,because he might of not known what it was.,because he was pretending that she was not well,Because he wants to show off to everyone that he has more food. also he is probably hungry.,Because shes scared that hes gonna hurt Mrs Peabody.And shes scared to walk alone.,Because the prisoner might think they're nice or he doesnt like the members of the blue team.,Because he knows that he is lying because he always does.,Because he might think that he will get in more trouble
3001009,31,0,9.89,1,2,10,1,becaues they stole the record,no won is here,because he dosen't know he's there,because she snezed on him,because it might run away,because she over fainted,becaues he is greeedy,so she dose't get attacked,dont know,because he's tricking him,because he thougt he was caught
3001010,31,0,9.46,1,2,13,0,I think the men hid because they heard the ladies footsteps and she was going to tell them off I think this because she looked quite angry when they came in.,I think the woman is thinking that something is going on but the men hide .,I think the driver doesn't lock the man in the van on purpose because he had to drive off and the man randomly got in the back of the van.,I think the man is shocked because he thought the man was a manikin and then he sneezed so he found out he was a real man.,I think the man picks up the cat because he thinks its the ladies fluffy shawl.,I think the man fans mildred because he pretended that mildred had fainted.,because he is greedy so he says that so he gets more sausages.,she said that because too scared of people in the dark in case they hurt her so she tells her to take her purse so he doesn't hurt her even though he was not going to.,he says that so they go to the beach because they think the prisoner would lie.,because simon always lies and he said it's under his bed.,because if he admits it he won't get in trouble or go to prison.
3001012,31,0,9.76,1,2,8,1,I think the men hide was i think there not allowed in that room .,I think the woman was thinking there was someone in there .,i dont know,I think the delivery man is feeling scared because he does't know the lady was alive .,I think harld picks up the cat thinking its the ladys scarf .,I think they like each other but if the man saw that hes not doing his work he mite get fired so he petends she fanited,I think he says that so they give him more sausages even though his mom coocks nice dinners at home for him,She said that beacuse she does't like walking home n the dark and she thinks he's gonna mug her,cause ovyosly there gonna think there not in the mountains but they are,Gim looks in the cuboard because he knows simon was lieing to him .,i dont understand propoably
3001013,31,1,9.63,1,2,3,1,I  thinke  they  where  hiding  because  they  didnt  want  to  get  caught.,the  woman  was  thincing  i heard  a  noise.,Because  he  thought,He was felling scared when the woman was alive ~~~~,Because he likes cats,Because she was asleep,Because he wants to eat all the time.~~,Because she didant want to get heart.,Because he didnt want them to find his army.,Because he thought jim was liying.,Because didnt want to lie.
3001014,31,1,9.92,1,2,11,0,in a coat on the coat pegg~~,the woman was thinking i heard noise in this room.,he doesn't like harold and he is taking harold to his house.,scared because he thinks the man is a manikin,harold thought it was a scarf.,she is hot,because he wants to get fat,because she isn't smart,they are lying so they don't find the tanks,because simon always lies,so he didn't go to prison
3001016,31,1,9.69,1,2,3,1,"i,dontnow",dont now,he did now,scrend,dont now,scrend~~,dont now~~,dont now,dont now,dont now,dont now
